tableName,database,host_port,timeCols,primaryKeys,dbVersion,targetTable
t_user_integral_history,zjpolicest_db,120.253.251.103:4406,create_time|mod_time,id,5.7,t_user_integral_history
t_after_sales_order,zj_jbst_sc,120.253.251.103:4417,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,zj_jbst_sc,120.253.251.103:4417,wx_refund_time|canteen_refund_time,id,5.7,t_after_sales_order_detail
t_eva_goods,zj_jbst_sc,120.253.251.103:4417,eva_time,id,5.7,t_eva_goods
t_goods,zj_jbst_sc,120.253.251.103:4417,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,zj_jbst_sc,120.253.251.103:4417,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,zj_jbst_sc,120.253.251.103:4417,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,zj_jbst_sc,120.253.251.103:4417,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,zj_jbst_sc,120.253.251.103:4417,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time|wx_refund_time|canteen_refund_time|tmall_delivery_time|external_pay_time|points_pay_time|card_pay_time,id,5.7,t_order
t_order_details,zj_jbst_sc,120.253.251.103:4417,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,zj_jbst_sc,120.253.251.103:4417,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,zj_jbst_sc,120.253.251.103:4417,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,zj_jbst_sc,120.253.251.103:4417,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,zj_jbst_sc,120.253.251.103:4417,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,zj_jbst_sc,120.253.251.103:4417,create_time|mod_time,id,5.7,t_user_integral_history
t_after_sales_order,bjrqst_db,120.253.251.103:4418,create_order_time|create_time|refund_finish_time|finish_time|audit_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,bjrqst_db,120.253.251.103:4418,wx_refund_time|canteen_refund_time|integral_refund_time,id,5.7,t_after_sales_order_detail
t_eva_goods,bjrqst_db,120.253.251.103:4418,eva_time,id,5.7,t_eva_goods
t_goods,bjrqst_db,120.253.251.103:4418,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,bjrqst_db,120.253.251.103:4418,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,bjrqst_db,120.253.251.103:4418,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,bjrqst_db,120.253.251.103:4418,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,bjrqst_db,120.253.251.103:4418,integral_refund_time|canteen_refund_time|wx_refund_time|refund_finish_time|transaction_time|finish_datestamp|finish_time|refund_audit_time|refund_apply_time|cancle_time|audit_time|audit_timestamp|create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime,id,5.7,t_order
t_order_details,bjrqst_db,120.253.251.103:4418,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,bjrqst_db,120.253.251.103:4418,announcement_end_time|announcement_begin_time|check_time|create_time|expiry_time|mod_time,store_id,5.7,t_store_info
t_ticket,bjrqst_db,120.253.251.103:4418,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,bjrqst_db,120.253.251.103:4418,lhq_start_timestamp|mod_time|create_time|lhq_end_timestamp|lhq_end_time|lhq_start_time|get_end_timestamp|get_end_time|get_start_timestamp|get_start_time,id|store_id,5.7,t_ticket_active
t_user,bjrqst_db,120.253.251.103:4418,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,bjrqst_db,120.253.251.103:4418,create_time|mod_time,id,5.7,t_user_integral_history
t_after_sales_order,bjgd_db,120.253.251.103:4419,audit_time|create_order_time|create_time|finish_time|refund_finish_time,id,8,t_after_sales_order
t_eva_goods,bjgd_db,120.253.251.103:4419,eva_time,id,8,t_eva_goods
t_goods,bjgd_db,120.253.251.103:4419,create_time|goods_added_time|goods_unadded_time|mod_time,goods_id,8,t_goods
t_goods_brand,bjgd_db,120.253.251.103:4419,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,bjgd_db,120.253.251.103:4419,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,bjgd_db,120.253.251.103:4419,create_time|goods_item_added_time|goods_item_unadded_time|mod_time,goods_item_id,8,t_goods_item
t_order,bjgd_db,120.253.251.103:4419,audit_time|audit_timestamp|cancle_time|create_datestamp|create_time|delivery_datestamp|delivery_time|deliverytime|finish_datestamp|finish_time|payment_datestamp|payment_time|receipt_datestamp|receipt_time|refund_apply_time|refund_audit_time|refund_finish_time|transaction_time,id,8,t_order
t_order_details,bjgd_db,120.253.251.103:4419,price_time|receiving_time|receiving_timetamp,id,8,t_order_details
t_store_info,bjgd_db,120.253.251.103:4419,announcement_begin_time|announcement_end_time|check_time|create_time|expiry_time|mod_time,store_id,8,t_store_info
t_ticket,bjgd_db,120.253.251.103:4419,create_time|get_time|mod_time,id,8,t_ticket
t_ticket_active,bjgd_db,120.253.251.103:4419,create_time|get_end_time|get_end_timestamp|get_start_time|get_start_timestamp|lhq_end_time|lhq_end_timestamp|lhq_start_time|lhq_start_timestamp|mod_time,id|store_id,8,t_ticket_active
t_user,bjgd_db,120.253.251.103:4419,create_time|login_lock_time|login_time|mod_time,user_id,8,t_user
t_user_integral_history,bjgd_db,120.253.251.103:4419,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order_detail,bjgd_db,120.253.251.103:4419,,id,8,t_after_sales_order_detail
t_after_sales_order,ntyc_db,120.253.251.103:4419,audit_time|create_order_time|create_time|finish_time|refund_finish_time,id,8,t_after_sales_order
t_after_sales_order_detail,ntyc_db,120.253.251.103:4419,canteen_refund_time|wx_refund_time,id,8,t_after_sales_order_detail
t_eva_goods,ntyc_db,120.253.251.103:4419,eva_time,id,8,t_eva_goods
t_goods,ntyc_db,120.253.251.103:4419,create_time|goods_added_time|goods_unadded_time|mod_time,goods_id,8,t_goods
t_goods_brand,ntyc_db,120.253.251.103:4419,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,ntyc_db,120.253.251.103:4419,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,ntyc_db,120.253.251.103:4419,create_time|goods_item_added_time|goods_item_unadded_time|mod_time,goods_item_id,8,t_goods_item
t_order,ntyc_db,120.253.251.103:4419,audit_time|audit_timestamp|cancle_time|canteen_payment_time|canteen_refund_time|create_datestamp|create_time|delivery_datestamp|delivery_time|deliverytime|finish_datestamp|finish_time|payment_datestamp|payment_time|receipt_datestamp|receipt_time|refund_apply_time|refund_audit_time|refund_finish_time|transaction_time|wx_refund_time,id,8,t_order
t_order_details,ntyc_db,120.253.251.103:4419,price_time|receiving_time|receiving_timetamp,id,8,t_order_details
t_store_info,ntyc_db,120.253.251.103:4419,announcement_begin_time|announcement_end_time|check_time|create_time|expiry_time|mod_time,store_id,8,t_store_info
t_ticket,ntyc_db,120.253.251.103:4419,create_time|get_time|mod_time,id,8,t_ticket
t_ticket_active,ntyc_db,120.253.251.103:4419,create_time|get_end_time|get_end_timestamp|get_start_time|get_start_timestamp|lhq_end_time|lhq_end_timestamp|lhq_start_time|lhq_start_timestamp|mod_time,id|store_id,8,t_ticket_active
t_user,ntyc_db,120.253.251.103:4419,create_time|login_lock_time|login_time|mod_time,user_id,8,t_user
t_user_integral_history,ntyc_db,120.253.251.103:4419,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order,bjgdfz_db,120.253.251.103:4421,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,8,t_after_sales_order
t_eva_goods,bjgdfz_db,120.253.251.103:4421,eva_time,id,8,t_eva_goods
t_goods,bjgdfz_db,120.253.251.103:4421,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,8,t_goods
t_goods_brand,bjgdfz_db,120.253.251.103:4421,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,bjgdfz_db,120.253.251.103:4421,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,bjgdfz_db,120.253.251.103:4421,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,8,t_goods_item
t_order,bjgdfz_db,120.253.251.103:4421,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,8,t_order
t_order_details,bjgdfz_db,120.253.251.103:4421,receiving_time|receiving_timetamp|price_time|delivery_time,id,8,t_order_details
t_store_info,bjgdfz_db,120.253.251.103:4421,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,8,t_store_info
t_ticket,bjgdfz_db,120.253.251.103:4421,get_time|create_time|mod_time,id,8,t_ticket
t_ticket_active,bjgdfz_db,120.253.251.103:4421,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,8,t_ticket_active
t_user,bjgdfz_db,120.253.251.103:4421,login_time|login_lock_time|create_time|mod_time,user_id,8,t_user
t_user_integral_history,bjgdfz_db,120.253.251.103:4421,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order_detail,bjgdfz_db,120.253.251.103:4421,,id,8,t_after_sales_order_detail
t_after_sales_order,taicang_db,120.253.251.103:4421,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,8,t_after_sales_order
t_eva_goods,taicang_db,120.253.251.103:4421,eva_time,id,8,t_eva_goods
t_goods,taicang_db,120.253.251.103:4421,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,8,t_goods
t_goods_brand,taicang_db,120.253.251.103:4421,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,taicang_db,120.253.251.103:4421,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,taicang_db,120.253.251.103:4421,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,8,t_goods_item
t_order,taicang_db,120.253.251.103:4421,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,8,t_order
t_order_details,taicang_db,120.253.251.103:4421,receiving_time|receiving_timetamp|price_time,id,8,t_order_details
t_store_info,taicang_db,120.253.251.103:4421,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,8,t_store_info
t_ticket,taicang_db,120.253.251.103:4421,get_time|create_time|mod_time,id,8,t_ticket
t_ticket_active,taicang_db,120.253.251.103:4421,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,8,t_ticket_active
t_user,taicang_db,120.253.251.103:4421,login_time|login_lock_time|create_time|mod_time,user_id,8,t_user
t_user_integral_history,taicang_db,120.253.251.103:4421,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order_detail,taicang_db,120.253.251.103:4421,,id,8,t_after_sales_order_detail
t_after_sales_order,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|finish_time|refund_finish_time,id,8,t_after_sales_order
t_eva_goods,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,eva_time,id,8,t_eva_goods
t_goods,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|goods_added_time|goods_unadded_time|mod_time,goods_id,8,t_goods
t_goods_brand,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|goods_item_added_time|goods_item_unadded_time|mod_time,goods_item_id,8,t_goods_item
t_order,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,audit_time|audit_timestamp|cancle_time|create_datestamp|create_time|delivery_datestamp|delivery_time|deliverytime|finish_datestamp|finish_time|payment_datestamp|payment_time|receipt_datestamp|receipt_time|refund_apply_time|refund_audit_time|refund_finish_time|transaction_time,id,8,t_order
t_order_details,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,delivery_time|price_time|receiving_time|receiving_timetamp,id,8,t_order_details
t_recharge_history,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,recharge_time,id,8,t_recharge_history
t_store_info,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,announcement_begin_time|announcement_end_time|check_time|create_time|expiry_time|mod_time,store_id,8,t_store_info
t_ticket,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|get_time|mod_time,id,8,t_ticket
t_ticket_active,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|get_end_time|get_end_timestamp|get_start_time|get_start_timestamp|lhq_end_time|lhq_end_timestamp|lhq_start_time|lhq_start_timestamp|mod_time,id|store_id,8,t_ticket_active
t_user,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|login_lock_time|login_time|mod_time,user_id,8,t_user
t_user_integral_history,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,8,t_user_integral_history
t_user_month_balance,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time,id,8,t_user_month_balance
t_after_sales_order_detail,ksnsh,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,,id,8,t_after_sales_order_detail
t_after_sales_order,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|finish_time|refund_finish_time,id,8,t_after_sales_order
t_after_sales_order_detail,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,canteen_refund_time|wx_refund_time,id,8,t_after_sales_order_detail
t_eva_goods,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,eva_time,id,8,t_eva_goods
t_goods,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|goods_added_time|goods_unadded_time|mod_time,goods_id,8,t_goods
t_goods_brand,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|goods_item_added_time|goods_item_unadded_time|mod_time,goods_item_id,8,t_goods_item
t_order,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,audit_time|audit_timestamp|cancle_time|canteen_refund_time|create_datestamp|create_time|delivery_datestamp|delivery_time|deliverytime|finish_datestamp|finish_time|payment_datestamp|payment_time|receipt_datestamp|receipt_time|refund_apply_time|refund_audit_time|refund_finish_time|transaction_time|wx_refund_time,id,8,t_order
t_order_details,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,delivery_time|price_time|receiving_time|receiving_timetamp,id,8,t_order_details
t_store_info,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,announcement_begin_time|announcement_end_time|check_time|create_time|expiry_time|mod_time,store_id,8,t_store_info
t_ticket,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|get_time|mod_time,id,8,t_ticket
t_ticket_active,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|get_end_time|get_end_timestamp|get_start_time|get_start_timestamp|lhq_end_time|lhq_end_timestamp|lhq_start_time|lhq_start_timestamp|mod_time,id|store_id,8,t_ticket_active
t_user,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|login_lock_time|login_time|mod_time,user_id,8,t_user
t_user_integral_history,yzgwsc_db,rm-uf60u88vq030a963llo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,8,t_after_sales_order
t_eva_goods,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,eva_time,id,8,t_eva_goods
t_goods,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,mod_time|create_time|goods_unadded_time|goods_added_time,goods_id,8,t_goods
t_goods_brand,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,mod_time|create_time,brand_id,8,t_goods_brand
t_goods_category,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|mod_time|create_time,goods_item_id,8,t_goods_item
t_order,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,8,t_order
t_order_details,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time,id,8,t_order_details
t_store_info,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,8,t_store_info
t_ticket,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,8,t_ticket
t_ticket_active,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,create_time|get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|mod_time,id|store_id,8,t_ticket_active
t_user,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,login_lock_time|mod_time|create_time|login_time,user_id,8,t_user
t_user_integral_history,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,mod_time|create_time,id,8,t_user_integral_history
t_after_sales_order_detail,prols_db,rm-uf62iq1i8goip7tc0xo.mysql.rds.aliyuncs.com:3306,,id,8,t_after_sales_order_detail
t_after_sales_order,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,8,t_after_sales_order
t_eva_goods,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,eva_time,id,8,t_eva_goods
t_goods,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,8,t_goods
t_goods_brand,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,8,t_goods_item
t_order,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,8,t_order
t_order_details,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,8,t_order_details
t_store_info,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,8,t_store_info
t_ticket,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,8,t_ticket
t_ticket_active,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,8,t_ticket_active
t_user,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,8,t_user
t_user_integral_history,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order_detail,pafulisc,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,,id,8,t_after_sales_order_detail
t_after_sales_order,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,8,t_after_sales_order
t_eva_goods,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,eva_time,id,8,t_eva_goods
t_goods,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,8,t_goods
t_goods_brand,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,8,t_goods_item
t_order,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,8,t_order
t_order_details,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,8,t_order_details
t_store_info,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,8,t_store_info
t_ticket,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,8,t_ticket
t_ticket_active,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,8,t_ticket_active
t_user,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,8,t_user
t_user_integral_history,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,8,t_user_integral_history
t_after_sales_order_detail,tznsh,rm-uf63qhmxmik29i5f2mo.mysql.rds.aliyuncs.com:3306,,id,8,t_after_sales_order_detail
t_after_sales_order,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,create_order_time|create_time|refund_finish_time|finish_time|audit_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,points_refund_time|card_refund_time|external_refund_time,id,5.7,t_after_sales_order_detail
t_eva_goods,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,mod_time|create_time,cat_id,5.7,t_goods_category
t_goods_item,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,tmall_delivery_time|card_refund_time|external_pay_time|card_pay_time|points_pay_time|refund_finish_time|transaction_time|finish_datestamp|finish_time|refund_audit_time|refund_apply_time|audit_timestamp|cancle_time|create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time,id,5.7,t_order
t_order_details,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,announcement_end_time|announcement_begin_time|check_time|create_time|expiry_time|mod_time,store_id,5.7,t_store_info
t_ticket,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,lhq_end_timestamp|mod_time|create_time|lhq_end_time|lhq_start_timestamp|lhq_start_time|get_end_timestamp|get_end_time|get_start_timestamp|get_start_time,id|store_id,5.7,t_ticket_active
t_user,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
